No,Nama tempat,kabupaten kota,kategori,latitude,longitude,Fasilitas,rating,Foto
163,REST AREA 234,Mesuji,wisata buatan,"-4,0813536","105,1586932","Parkir, Toilet, Mushola, Restoran",4.5,https://kfmap.asia/storage/thumbs/storage/photos/ID.LPG.RA.KM234A/ID.LPG.RA.KM234A_1.png
164,TAMAN KEHATI WATERPARK,Mesuji,wisata buatan,"-4,0962764","105,4605685","Parkir, Toilet, Mushola, Restoran",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuvycV8SsDNW-cZZlvTeRx9koAhr8LZoVI2g&s
165,TAMAN NUSA INDAH BRABASAN,Mesuji,wisata buatan,-3.989969,105.33708174,"Parkir, Toilet, Mushola, Restoran",3.9,https://sisparnas.kemenpar.go.id/imgdata/1298740.jpg
166,TUGU KEANEKARAGAMAN HAYATI,Mesuji,wisata buatan,"-3,95363005","105,3255469","Parkir, Toilet, Mushola, Restoran",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQKJX19f1bzn0iipnD9jwP9Ufb1XyrhCZg7w&s
167,WATERBOOM RAYA TIRTA MULYA,Mesuji,wisata buatan,"-3,9521584","105,3657344","Parkir, Toilet, Mushola, Restoran",4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCIqBeOC_52ckmtE3CJy0fTgFkRm3JXWdXJA&s
168,WISATA SUNGAI KABUNG,Mesuji,wisata alam,-3.8443119,105.4889631,"Parkir, Toilet, Mushola, Restoran",4.7,https://cdn.aliansinews.id/files/images/full/1632371187.jpg
169,WISATA SUSUR SUNGAI,Mesuji,wisata buatan,-3.8414324,105.4868334,"Parkir, Toilet, Mushola, Restoran",5,https://asset-2.tribunnews.com/travel/foto/bank/images/Potret-Wisata-Wiralaga.jpg
170,Tugu Sepasang Pengantin,Mesuji,wisata budaya,"-5,3796243","105,0944259","Parkir, Toilet, Mushola, Restoran",4.3,https://upload.wikimedia.org/wikipedia/commons/5/5c/Tugu_Pengantin_Mesuji.jpg
171,AGRO WISATA ABANG FAREL,Pesawaran,wisata buatan,-5.156832,105.2136965,"Parkir, Toilet, Mushola, Restoran",5,https://img.antarafoto.com/cache/1200x801/2023/04/08/wisata-agro-farm-buah-melon-premium-14yzl-dom.jpg
172,Air Terjun Anglo Kaliawi,Pesawaran,wisata alam,-5.5354283,105.0696752,"Parkir, Toilet, Mushola, Restoran",4.4,https://kelilinglampung.net/wp-content/uploads/2021/01/Air-Terjun-Anglo-Kaliawi-Gunungrejo-Pesawaran-Lampung-ichsaan14.jpg
173,AIR TERJUN GUNUNG BETUNG,Pesawaran,wisata alam,"-5,433333","105,166667","Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcoY2Hpxbabq41hj2IpBpB464iNO2fMB0wgw&s
174,Air Terjun Kembar Rindu Alam,Pesawaran,wisata alam,-5.5819311,105.0592779,"Parkir, Toilet, Mushola, Restoran",4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzxoD51023jAivg4WEo02-Sag3Bu9ltrXtKQ&s
175,AIR TERJUN SENTUL JAYA,Pesawaran,wisata alam,"-5,762322075","105,6850351","Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBxEkCw4_rz2pIPA7htJ4COViBNdeVy2bSCw&s
176,AIR TERJUN SINAR TIGA,Pesawaran,wisata alam,-5.53013744,105.1034834,"Parkir, Toilet, Mushola, Restoran",4.7,https://krakatau.id/wp-content/uploads/2023/08/Air-Terjun-Sinar-Tiga.jpeg
177,AMANDADI RIVERSIDE,Pesawaran,wisata alam,-5.41596265,105.0972234,"Parkir, Toilet, Mushola, Restoran",4.4,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,f_auto,q_auto:best,w_640/v1634025439/01gqysycwm1s5mv0m2yman6824.jpg"
178,Bensam Beach,Pesawaran,wisata alam,-5.5781921,105.2005257,"Parkir, Toilet, Mushola, Restoran",4.8,https://asset-2.tribunnews.com/travel/foto/bank/images/Suasana-di-Pantai-Bensam.jpg
179,BUKIT PERKEMAHAN BUKIT CENDANA,Pesawaran,wisata alam,"-5,4562179","105,2483994","Parkir, Toilet, Mushola, Restoran",4.5,https://e-pengendalian-provlampung.com/uploadFile/berita/11_bukit-cendana-min.jpg
180,BUKIT TALANG MULYA (AGRO WISATA),Pesawaran,wisata alam,-5.460281, 105.191761,"Parkir, Toilet, Mushola, Restoran",4.4,https://kelilinglampung.net/wp-content/uploads/2019/06/Agro-Wisata-Desa-Talang-Mulya-1280x960.jpg
181,ECO-MANGROVE CUKU NYI-NYI,Pesawaran,wisata alam,-5.5621598,105.244755,"Parkir, Toilet, Mushola, Restoran",4.6,https://lampungpro.co/laravel-filemanager/photos/PESAWARAN/IMG-20240929-WA0035.jpg
182,Embung Purworejo,Pesawaran,wisata buatan,"-5,3452761","105,0821097","Parkir, Toilet, Mushola, Restoran",4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaSTv9UGAy8HGRuhHiqiAz5sxlc21FSelTIQ&s
183,Hutan Mangrove Petengoran,Pesawaran,wisata alam,"-5,47813585","105,1261399","Parkir, Toilet, Mushola, Restoran",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq7WcAG0w85GsKM08yZT3TESJMDl9J-dmeCw&s
184,JEJAMA KHAM TAPIS,Pesawaran,wisata budaya,-5.3265239,105.1052168,"Parkir, Toilet, Mushola, Restoran",4.9,https://sisparnas.kemenparekraf.go.id/imgdata/638160.jpg
185,KOLAM RENANG CITRA SEWU,Pesawaran,wisata buatan,-5.5750601,105.230843,"Parkir, Toilet, Mushola, Restoran",4.5,https://sisparnas.kemenparekraf.go.id/imgdata/1020340.jpg
186,KOLAM RENANG LEMBAH DAMAI,Pesawaran,wisata buatan,-5.4395937,105.0951726,"Parkir, Toilet, Mushola, Restoran",4.9,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2023/08/22/89536404.jpg
187,Kolam Renang Pesawaran City,Pesawaran,wisata buatan,-5.3970635,105.078977,"Parkir, Toilet, Mushola, Restoran",2.7,https://kelilinglampung.net/wp-content/uploads/2022/10/Kolam-Renang-Pesawaran-City-Pesawaran-City-Water-Park-di-Gedong-Tataan-Muhamad-Syaefudin.jpg
188,KOLAM RENANG SUNJOYO,Pesawaran,wisata buatan,-5.380904,105.135375,"Parkir, Toilet, Mushola, Restoran",4.6,https://lh5.googleusercontent.com/p/AF1QipP7kGt8stxbu1hq7ETuEIbFDIZR7lJs1kz0pGgx=w426-h240-k-no
189,KOLAM RENANG TIRTO SANTOSO,Pesawaran,wisata buatan,-5.3670305,105.1637241,"Parkir, Toilet, Mushola, Restoran",4.1,https://sisparnas.com/imgdata/583711.jpg
190,Way Labu City Swimming Pool,Pesawaran,wisata buatan,-5.44110101,105.0236405,"Parkir, Toilet, Mushola, Restoran",4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXtBAZDecN2RdGmkfskSOgRfzyUfKCbDRKqQ&s
191,MS Town Pantai Mutun,Pesawaran,wisata alam,"-5,5095584","105,2568023","Parkir, Toilet, Mushola, Restoran",4.3,https://sisparnas.kemenparekraf.go.id/imgdata/146520.jpg
192,MUNCAK TEROPONG LAUT,Pesawaran,wisata alam,-5.4854905,105.2440154,"Parkir, Toilet, Mushola, Restoran",4.4,https://www.backpackerlampung.com/wp-content/uploads/2020/05/muncak-teropong-laut-3_qzcvdh.png
193,Museum Transmigrasi,Pesawaran,wisata budaya,"-5,3776549","105,1071594","Parkir, Toilet, Mushola, Restoran",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgRB9tiu--JTnYT3k2ptG3ZSMeYaxz_QnOJA&s
194,PANTAI D'RAJASH,Pesawaran,wisata alam,"-5,83815745","105,2314414","Parkir, Toilet, Mushola, Restoran",4.4,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2022/08/28/4208258649.jpg
195,Pantai Dewi Mandapa,Pesawaran,wisata alam,"-5,463120884","105,2455524","Parkir, Toilet, Mushola, Restoran",3.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ4oZpEowla0Kg5f-YOd4Z-4LpUKMqOpSfeg&s
196,PANTAI KETAPANG BAHARI,Pesawaran,wisata alam,"-5,68879","105,1798887","Parkir, Toilet, Mushola, Restoran",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKpTdNw2iP3e05AYDfE60D35VdmA99gRvl0g&s
197,Pantai Klara 2,Pesawaran,wisata alam,"-5,387603074","105,2046539","Parkir, Toilet, Mushola, Restoran",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2SQzYSHLVocye1sRwlFCk7eObPtEAOq8A7A&s
198,Pantai Klara I,Pesawaran,wisata alam,"-5,4559573","105,084691","Parkir, Toilet, Mushola, Restoran",4.4,https://cdn.rri.co.id/berita/Bandar_Lampung/o/1730272422709-Pantai_Klara_Lampung/owpsf3cuyfq5cmh.webp
